name,id,nametype,recclass,fall,year,reclat,reclong,GeoLocation,mass (kg)
Northwest Africa 4210,34482,1,190,1,2004.0,,,,2.45
Northwest Africa 4211,34483,1,139,1,2004.0,,,,3.05
Northwest Africa 4212,34484,1,322,1,2004.0,,,,2.45
Northwest Africa 4213,34485,1,333,1,2005.0,,,,0.13
Northwest Africa 4214,34486,1,182,1,2005.0,,,,0.41
Northwest Africa 4215,34487,1,68,1,2002.0,,,,0.0464
Northwest Africa 4218,35341,1,252,1,2005.0,,,,5.7
Northwest Africa 4219,35342,1,333,1,2004.0,,,,2.75
Northwest Africa 4220,35343,1,175,1,2004.0,,,,18.2
Northwest Africa 4222,35345,1,413,1,2006.0,,,,0.0165
Northwest Africa 4223,35346,1,68,1,2005.0,,,,0.329
Northwest Africa 4224,35347,1,103,1,2005.0,,,,0.0108
Northwest Africa 4225,35348,1,462,1,2005.0,,,,1.609
Northwest Africa 4226,35349,1,195,1,2005.0,,,,0.617
Northwest Africa 4227,35350,1,103,1,2005.0,,,,0.0176
Northwest Africa 4228,35351,1,462,1,2005.0,,,,0.181
Northwest Africa 4229,35352,1,195,1,2005.0,,,,0.439
Northwest Africa 4230,35353,1,414,1,2005.0,,,,0.134
Northwest Africa 4231,35354,1,462,1,2005.0,,,,0.269
Northwest Africa 4233,35356,1,205,1,2004.0,,,,0.444
Northwest Africa 4234,35357,1,369,1,2003.0,,,,0.145
Northwest Africa 4235,35358,1,414,1,2004.0,,,,0.059
Northwest Africa 4236,35359,1,0,1,2003.0,,,,0.024
Northwest Africa 4237,35360,1,191,1,2003.0,,,,0.138
Northwest Africa 4238,35361,1,327,1,2003.0,,,,0.097
Northwest Africa 4239,35362,1,159,1,2003.0,,,,0.055
Northwest Africa 4240,35363,1,462,1,2003.0,,,,0.045
Northwest Africa 4241,35364,1,64,1,2004.0,,,,0.015
Northwest Africa 4242,35365,1,327,1,2003.0,,,,0.095
Northwest Africa 4243,35366,1,378,1,2003.0,,,,0.371
Northwest Africa 4244,35367,1,333,1,2003.0,,,,0.178
Northwest Africa 4245,35368,1,64,1,2004.0,,,,0.021
Northwest Africa 4246,35369,1,462,1,2003.0,,,,0.0035
Northwest Africa 4247,35370,1,332,1,2003.0,,,,0.391
Northwest Africa 4248,35371,1,333,1,2003.0,,,,0.596
Northwest Africa 4249,35372,1,333,1,2003.0,,,,0.186
Northwest Africa 4250,35373,1,327,1,2003.0,,,,0.316
Northwest Africa 4251,35374,1,175,1,2003.0,,,,0.097
Northwest Africa 4252,35375,1,370,1,2003.0,,,,0.216
Northwest Africa 4253,35376,1,329,1,2003.0,,,,2.26
Northwest Africa 4254,35377,1,184,1,2003.0,,,,0.227
Northwest Africa 4256,35379,1,333,1,2002.0,,,,0.025
Northwest Africa 4257,35380,1,170,1,2002.0,,,,0.043
Northwest Africa 4258,35381,1,184,1,2002.0,,,,0.015
Northwest Africa 4259,35382,1,371,1,2003.0,,,,0.48
Northwest Africa 426,17718,1,333,1,1999.0,,,,1.26
Northwest Africa 4260,35383,1,333,1,2003.0,,,,0.245
Northwest Africa 4261,35384,1,322,1,2003.0,,,,0.201
Northwest Africa 4262,35385,1,321,1,2003.0,,,,0.55
Northwest Africa 4263,35386,1,316,1,2003.0,,,,0.2
Northwest Africa 4264,35387,1,170,1,2003.0,,,,0.085
Northwest Africa 4265,35388,1,333,1,2003.0,,,,0.062
Northwest Africa 4266,35389,1,314,1,2003.0,,,,0.05
Northwest Africa 4267,35390,1,327,1,2003.0,,,,0.04
Northwest Africa 4268,35391,1,327,1,2003.0,,,,0.143
Northwest Africa 427,17719,1,333,1,2001.0,,,,4.12
Northwest Africa 4270,35393,1,319,1,2004.0,,,,0.022
Northwest Africa 4272,35395,1,68,1,2003.0,,,,6.768
Northwest Africa 4273,35396,1,184,1,2005.0,,,,0.426
Northwest Africa 4274,35397,1,321,1,2005.0,,,,0.132
Northwest Africa 4275,35398,1,184,1,2005.0,,,,0.072
Northwest Africa 4276,35399,1,333,1,2005.0,,,,0.592
Northwest Africa 4277,35400,1,184,1,2005.0,,,,0.463
Northwest Africa 4278,35401,1,333,1,2005.0,,,,0.27
Northwest Africa 4279,35402,1,333,1,2005.0,,,,0.131
Northwest Africa 428,17720,1,333,1,2001.0,,,,0.655
Northwest Africa 4282,35405,1,97,1,2006.0,,,,2.0
Northwest Africa 4283,35406,1,68,1,2005.0,,,,0.254
Northwest Africa 4284,35407,1,4,1,2005.0,,,,0.137
Northwest Africa 4285,35408,1,68,1,2005.0,,,,0.048
Northwest Africa 4286,35409,1,252,1,2005.0,,,,0.071
Northwest Africa 4287,35410,1,103,1,2005.0,,,,0.03
Northwest Africa 4288,35411,1,452,1,2005.0,,,,0.17
Northwest Africa 4289,35412,1,197,1,2005.0,,,,0.0145
Northwest Africa 429,17721,1,333,1,2001.0,,,,0.911
Northwest Africa 4290,35413,1,354,1,2005.0,,,,1.101
Northwest Africa 4291,45409,1,103,1,2005.0,,,,0.0229
Northwest Africa 4292,44850,1,333,1,2005.0,,,,12.0
Northwest Africa 4293,44895,1,191,1,2005.0,,,,25.0
Northwest Africa 4294,44896,1,430,1,2006.0,,,,0.0842
Northwest Africa 4296,45411,1,175,1,2006.0,,,,0.735
Northwest Africa 4297,45412,1,175,1,2005.0,,,,0.052
Northwest Africa 4298,44897,1,430,1,2005.0,,,,0.018
Northwest Africa 4299,45413,1,175,1,2006.0,,,,0.127
Northwest Africa 430,17722,1,333,1,2001.0,,,,0.323
Northwest Africa 4300,44898,1,184,1,2006.0,,,,45.2
Northwest Africa 4301,35416,1,102,1,2006.0,,,,0.685
Northwest Africa 4302,44899,1,68,1,2005.0,,,,0.046200000000000005
Northwest Africa 4303,44725,1,333,1,2003.0,,,,1.01
Northwest Africa 4304,44900,1,464,1,2004.0,,,,0.022969999999999997
Northwest Africa 4305,44726,1,327,1,2004.0,,,,0.15769999999999998
Northwest Africa 4306,44727,1,175,1,2004.0,,,,0.255
Northwest Africa 4307,44728,1,175,1,2004.0,,,,0.309
Northwest Africa 4309,44729,1,333,1,2004.0,,,,0.1027
Northwest Africa 4310,44730,1,184,1,2004.0,,,,0.1017
Northwest Africa 4311,44731,1,333,1,2004.0,,,,2.128
Northwest Africa 4312,44901,1,191,1,2004.0,,,,0.048
Northwest Africa 4313,44902,1,333,1,2004.0,,,,0.118
Northwest Africa 4314,44732,1,333,1,2004.0,,,,0.135
Northwest Africa 4315,44733,1,333,1,2004.0,,,,0.141
Northwest Africa 4316,44734,1,333,1,2004.0,,,,0.335
Northwest Africa 4317,44735,1,333,1,2004.0,,,,0.516
Northwest Africa 4318,44736,1,333,1,2004.0,,,,0.215
Northwest Africa 4319,44903,1,333,1,2004.0,,,,0.068
Northwest Africa 4320,44904,1,135,1,2004.0,,,,0.16
Northwest Africa 4321,44737,1,333,1,2004.0,,,,0.28
Northwest Africa 4322,44738,1,333,1,2004.0,,,,0.257
Northwest Africa 4323,44905,1,319,1,2004.0,,,,0.07
Northwest Africa 4324,44739,1,333,1,2004.0,,,,0.085
Northwest Africa 4325,44906,1,184,1,2004.0,,,,0.18
Northwest Africa 4326,44740,1,333,1,2004.0,,,,0.17
Northwest Africa 4327,44741,1,191,1,2004.0,,,,0.16
Northwest Africa 4328,44907,1,250,1,2004.0,,,,0.028
Northwest Africa 4329,44908,1,174,1,2004.0,,,,0.026
Northwest Africa 4330,44742,1,184,1,2004.0,,,,0.05
Northwest Africa 4331,44909,1,174,1,2004.0,,,,0.021
Northwest Africa 4332,44743,1,191,1,2004.0,,,,0.023
Northwest Africa 4333,44744,1,191,1,2004.0,,,,0.09
Northwest Africa 4334,44910,1,122,1,2004.0,,,,0.083
Northwest Africa 4335,44745,1,191,1,2002.0,,,,0.38
Northwest Africa 4336,44746,1,333,1,2002.0,,,,0.89
Northwest Africa 4337,44911,1,327,1,2002.0,,,,0.042
Northwest Africa 4338,44912,1,184,1,2002.0,,,,0.053
Northwest Africa 4339,44913,1,276,1,2002.0,,,,0.04
Northwest Africa 4340,44747,1,333,1,2002.0,,,,0.035
Northwest Africa 4341,44748,1,191,1,2002.0,,,,0.04
Northwest Africa 4342,44749,1,327,1,2002.0,,,,0.122
Northwest Africa 4343,44914,1,135,1,2002.0,,,,0.023
Northwest Africa 4344,44750,1,332,1,2002.0,,,,4.727
Northwest Africa 4345,44751,1,369,1,2003.0,,,,0.08
Northwest Africa 4346,44752,1,374,1,2003.0,,,,0.075
Northwest Africa 4347,44753,1,327,1,2001.0,,,,0.075
Northwest Africa 4348,44754,1,333,1,2001.0,,,,0.09
Northwest Africa 4349,44755,1,333,1,2001.0,,,,0.045
Northwest Africa 4350,44756,1,327,1,2002.0,,,,0.08
Northwest Africa 4351,44915,1,250,1,2002.0,,,,4.5
Northwest Africa 4352,44757,1,326,1,2002.0,,,,5.5
Northwest Africa 4353,44916,1,332,1,2003.0,,,,0.23
Northwest Africa 4354,44917,1,335,1,2004.0,,,,1.891
Northwest Africa 4355,44758,1,333,1,2004.0,,,,0.962
Northwest Africa 4356,44759,1,276,1,2005.0,,,,0.1982
Northwest Africa 4357,44918,1,122,1,2005.0,,,,0.2647
Northwest Africa 4358,44760,1,184,1,2005.0,,,,0.040100000000000004
Northwest Africa 4359,44761,1,327,1,2005.0,,,,0.06409999999999999
Northwest Africa 4360,44919,1,445,1,2005.0,,,,0.3085
Northwest Africa 4361,44762,1,135,1,2005.0,,,,0.2545
Northwest Africa 4362,44920,1,38,1,2005.0,,,,0.0601
Northwest Africa 4363,44921,1,182,1,2005.0,,,,0.2444
Northwest Africa 4364,44922,1,326,1,2005.0,,,,0.2328
Northwest Africa 4365,44923,1,326,1,2005.0,,,,0.4743
Northwest Africa 4366,44924,1,191,1,2005.0,,,,0.2741
Northwest Africa 4367,44925,1,182,1,2005.0,,,,0.0515
Northwest Africa 4368,44763,1,184,1,2005.0,,,,0.3887
Northwest Africa 4369,44764,1,191,1,2005.0,,,,0.37260000000000004
Northwest Africa 4370,44765,1,184,1,2005.0,,,,0.3063
Northwest Africa 4371,44926,1,175,1,2005.0,,,,0.3397
Northwest Africa 4372,44927,1,34,1,2005.0,,,,0.0648
Northwest Africa 4373,44928,1,182,1,2005.0,,,,0.056799999999999996
Northwest Africa 4374,44929,1,184,1,2005.0,,,,0.033100000000000004
Northwest Africa 4375,44930,1,465,1,2005.0,,,,0.012199999999999999
Northwest Africa 4376,44766,1,333,1,2005.0,,,,0.4373
Northwest Africa 4377,44931,1,268,1,2005.0,,,,0.0492
Northwest Africa 4378,44932,1,377,1,2005.0,,,,0.0421
Northwest Africa 4379,44933,1,64,1,2005.0,,,,0.49439999999999995
Northwest Africa 4380,44934,1,68,1,2006.0,,,,0.2112
Northwest Africa 4381,44767,1,327,1,2004.0,,,,0.157
Northwest Africa 4382,44768,1,191,1,2004.0,,,,0.577
Northwest Africa 4383,44769,1,378,1,2004.0,,,,0.649
Northwest Africa 4384,44770,1,327,1,2004.0,,,,0.132
Northwest Africa 4385,44771,1,184,1,2004.0,,,,0.637
Northwest Africa 4386,44772,1,190,1,2004.0,,,,0.626
Northwest Africa 4387,44773,1,333,1,2004.0,,,,0.245
Northwest Africa 4388,44774,1,191,1,2004.0,,,,0.642
Northwest Africa 4389,44935,1,462,1,2005.0,,,,0.055
Northwest Africa 4390,44775,1,319,1,2005.0,,,,1.17
Northwest Africa 4391,44936,1,109,1,2005.0,,,,0.054799999999999995
Northwest Africa 4392,44937,1,452,1,2005.0,,,,0.49
Northwest Africa 4393,44776,1,190,1,2005.0,,,,0.028
Northwest Africa 4394,44777,1,276,1,2004.0,,,,0.701
Northwest Africa 4395,45415,1,68,1,2004.0,,,,0.24
Northwest Africa 4396,44938,1,109,1,2006.0,,,,0.68
Northwest Africa 4397,44939,1,109,1,2006.0,,,,0.034
Northwest Africa 4398,44940,1,108,1,2005.0,,,,0.228
Northwest Africa 4399,44941,1,0,1,2005.0,,,,0.21
Northwest Africa 4409,45425,1,184,1,2006.0,,,,1.107
Northwest Africa 4411,45427,1,191,1,2006.0,,,,0.212
Northwest Africa 4412,45428,1,310,1,2006.0,,,,0.877
Northwest Africa 4413,45429,1,333,1,2006.0,,,,0.151
Northwest Africa 4415,45431,1,97,1,2006.0,,,,0.01
Northwest Africa 4416,45432,1,97,1,2006.0,,,,0.2591
Northwest Africa 4418,45434,1,414,1,2006.0,,,,0.1038
Northwest Africa 4419,45435,1,452,1,2006.0,,,,0.1031
Northwest Africa 4423,45439,1,30,1,2006.0,,,,0.09194
Northwest Africa 4425,45440,1,30,1,2006.0,,,,0.579
Northwest Africa 4426,44943,1,184,1,2006.0,,,,0.757
Northwest Africa 4427,44944,1,184,1,2006.0,,,,0.15796000000000002
Northwest Africa 4429,45398,1,319,1,2005.0,,,,0.412
Northwest Africa 4430,45442,1,310,1,2005.0,,,,1.444
Northwest Africa 4431,45399,1,327,1,2005.0,,,,0.45
Northwest Africa 4432,45400,1,319,1,2005.0,,,,1.44
Northwest Africa 4433,45401,1,374,1,2005.0,,,,0.16
Northwest Africa 4434,45402,1,369,1,2005.0,,,,1.0
Northwest Africa 4435,45443,1,64,1,2006.0,,,,0.0426
Northwest Africa 4436,45403,1,319,1,2006.0,,,,1.726
Northwest Africa 4437,45404,1,369,1,2005.0,,,,0.935
Northwest Africa 4439,45445,1,51,1,2005.0,,,,0.484
Northwest Africa 4440,45405,1,175,1,2005.0,,,,0.403
Northwest Africa 4441,45446,1,50,1,2005.0,,,,0.124
Northwest Africa 4442,45447,1,64,1,2005.0,,,,1.528
Northwest Africa 4443,45406,1,175,1,2005.0,,,,0.118
Northwest Africa 4444,45448,1,289,1,2005.0,,,,0.145
Northwest Africa 4445,45449,1,310,1,2005.0,,,,1.316
Northwest Africa 4446,45450,1,64,1,2005.0,,,,4.386
Northwest Africa 4459,45463,1,276,1,2006.0,,,,0.06007
Northwest Africa 4460,45464,1,276,1,2006.0,,,,1.584
Northwest Africa 4461,44778,1,333,1,2005.0,,,,0.11109999999999999
Northwest Africa 4462,44779,1,333,1,2006.0,,,,0.20616
Northwest Africa 4463,44780,1,191,1,2005.0,,,,0.152
Northwest Africa 4466,44781,1,64,1,2006.0,,,,0.07125
Northwest Africa 4468,44782,1,413,1,2006.0,,,,0.675
Northwest Africa 4469,45468,1,462,1,2006.0,,,,1.823
Northwest Africa 4470,44945,1,105,1,2006.0,,,,0.631
Northwest Africa 4471,45469,1,462,1,2006.0,,,,0.881
Northwest Africa 4472,44783,1,394,1,2006.0,,,,0.0643
Northwest Africa 4473,44946,1,68,1,2006.0,,,,7.02
Northwest Africa 4474,45470,1,462,1,2006.0,,,,2.374
Northwest Africa 4475,44947,1,327,1,2005.0,,,,9.99
Northwest Africa 4476,44784,1,64,1,2005.0,,,,0.533
Northwest Africa 4477,44785,1,280,1,2006.0,,,,0.12225
Northwest Africa 4478,44948,1,392,1,2006.0,,,,0.444
Northwest Africa 4479,44949,1,191,1,2004.0,,,,0.552
Northwest Africa 4480,44950,1,413,1,2006.0,,,,0.013
Northwest Africa 4481,45471,1,462,1,2006.0,,,,0.112
Northwest Africa 4482,44951,1,433,1,2006.0,,,,5.812
Northwest Africa 4483,45472,1,394,1,2006.0,,,,0.208
Northwest Africa 4484,44952,1,103,1,2006.0,,,,0.14
Northwest Africa 4485,44786,1,394,1,2006.0,,,,0.188
Northwest Africa 4486,44953,1,430,1,2004.0,,,,0.0213
Northwest Africa 4487,44787,1,184,1,2005.0,,,,29.0
Northwest Africa 4488,44788,1,319,1,2005.0,,,,19.74
Northwest Africa 4489,44789,1,175,1,2005.0,,,,0.084
Northwest Africa 4491,45474,1,319,1,2005.0,,,,0.894
Northwest Africa 4492,44790,1,319,1,2005.0,,,,27.0
Northwest Africa 4493,44791,1,374,1,2005.0,,,,56.0
Northwest Africa 4496,44792,1,103,1,2006.0,,,,0.019
Northwest Africa 4497,44793,1,356,1,2005.0,,,,0.483
Northwest Africa 4503,45482,1,394,1,2007.0,,,,0.07
Northwest Africa 4506,44954,1,433,1,2006.0,,,,0.0232
Northwest Africa 4507,44955,1,462,1,2006.0,,,,0.085
Northwest Africa 4508,44956,1,462,1,2001.0,,,,0.182
Northwest Africa 4518,44794,1,4,1,2003.0,,,,0.167
Northwest Africa 4519,44957,1,462,1,2001.0,,,,0.114
Northwest Africa 4520,44795,1,462,1,2000.0,,,,0.0232
Northwest Africa 4523,44848,1,103,1,2001.0,,,,0.174
Northwest Africa 4524,44958,1,319,1,2006.0,,,,0.1855
Northwest Africa 4526,44959,1,175,1,2006.0,,,,52.85
Northwest Africa 4527,44960,1,413,1,2006.0,,,,0.010060000000000001
Northwest Africa 4528,44961,1,184,1,2006.0,,,,239.976
Northwest Africa 4529,45497,1,392,1,2006.0,,,,0.06
Northwest Africa 4531,44962,1,430,1,2005.0,,,,0.0389
Northwest Africa 4532,44963,1,175,1,2005.0,,,,0.0687
Northwest Africa 4533,44964,1,175,1,2005.0,,,,1.245
Northwest Africa 4535,44965,1,184,1,2005.0,,,,1.49
Northwest Africa 4536,45500,1,103,1,2006.0,,,,0.2831
Northwest Africa 4537,45501,1,6,1,2005.0,,,,0.261
Northwest Africa 4538,45502,1,135,1,2006.0,,,,0.206
Northwest Africa 4539,45503,1,64,1,2006.0,,,,0.483
Northwest Africa 4540,45504,1,53,1,2006.0,,,,1.31
Northwest Africa 4541,45505,1,108,1,2006.0,,,,0.168
Northwest Africa 4542,45506,1,54,1,2006.0,,,,13.278078548601512
Northwest Africa 4543,45507,1,64,1,2006.0,,,,3.391
Northwest Africa 4544,45508,1,72,1,2006.0,,,,200.0
Northwest Africa 4545,45509,1,452,1,2006.0,,,,0.119
Northwest Africa 4546,44966,1,175,1,2006.0,,,,7.2
Northwest Africa 4547,44967,1,319,1,2006.0,,,,3.6
Northwest Africa 4548,44968,1,319,1,2006.0,,,,9.132
Northwest Africa 4549,45510,1,352,1,2006.0,,,,0.064
Northwest Africa 4551,45512,1,53,1,2006.0,,,,0.104
Northwest Africa 4552,44969,1,378,1,2006.0,,,,0.28
Northwest Africa 4554,44970,1,327,1,2006.0,,,,0.5
Northwest Africa 4555,44971,1,175,1,2006.0,,,,1.313
Northwest Africa 4556,45514,1,72,1,2006.0,,,,0.313
Northwest Africa 4557,44972,1,319,1,2006.0,,,,0.25
Northwest Africa 4558,44973,1,319,1,2006.0,,,,0.9
Northwest Africa 4559,44974,1,374,1,2006.0,,,,0.9
Northwest Africa 4561,45516,1,72,1,2006.0,,,,200.0
Northwest Africa 4562,44975,1,319,1,1998.0,,,,0.44
Northwest Africa 4563,44976,1,175,1,1998.0,,,,0.089
Northwest Africa 4564,44977,1,374,1,2006.0,,,,0.5
Northwest Africa 4565,44978,1,319,1,2005.0,,,,0.087
Northwest Africa 4566,45517,1,305,1,2005.0,,,,0.074
Northwest Africa 4567,44979,1,175,1,2005.0,,,,0.307
Northwest Africa 4568,45518,1,462,1,2005.0,,,,0.123
Northwest Africa 4569,45519,1,5,1,2005.0,,,,0.484
Northwest Africa 4570,44980,1,319,1,2005.0,,,,0.243
Northwest Africa 4571,45520,1,332,1,2002.0,,,,0.285
Northwest Africa 4572,45521,1,345,1,2002.0,,,,0.086
Northwest Africa 4573,45522,1,378,1,2006.0,,,,0.097
Northwest Africa 4575,45524,1,378,1,2006.0,,,,0.092
Northwest Africa 4578,45527,1,333,1,2004.0,,,,0.01
Northwest Africa 4580,45529,1,329,1,2006.0,,,,0.431
Northwest Africa 4581,45530,1,191,1,2006.0,,,,0.214
Northwest Africa 4582,45531,1,179,1,2006.0,,,,0.224
Northwest Africa 4584,45533,1,329,1,2006.0,,,,0.638
Northwest Africa 4587,44981,1,4,1,2006.0,,,,0.53
Northwest Africa 4588,44982,1,327,1,2005.0,,,,1.53
Northwest Africa 4589,45536,1,462,1,2006.0,,,,6.504
Northwest Africa 4591,45537,1,184,1,2003.0,,,,0.707
Northwest Africa 4592,45538,1,184,1,2003.0,,,,0.067
Northwest Africa 4593,45539,1,184,1,2003.0,,,,0.113
Northwest Africa 4594,45540,1,333,1,2003.0,,,,0.907
Northwest Africa 4595,45541,1,378,1,2003.0,,,,0.315
Northwest Africa 4596,45542,1,184,1,2003.0,,,,0.055
Northwest Africa 4597,45543,1,191,1,2003.0,,,,0.534
Northwest Africa 4598,45544,1,327,1,2003.0,,,,0.044
Northwest Africa 4599,45545,1,319,1,2003.0,,,,0.058
Northwest Africa 4600,45546,1,333,1,2003.0,,,,1.095
Northwest Africa 4601,45547,1,327,1,2003.0,,,,1.55
Northwest Africa 4602,45548,1,184,1,2003.0,,,,0.521
Northwest Africa 4603,45549,1,175,1,2003.0,,,,0.531
Northwest Africa 4604,45550,1,184,1,2003.0,,,,0.327
Northwest Africa 4615,44984,1,442,1,2006.0,,,,0.0105
Northwest Africa 4619,44985,1,440,1,2006.0,,,,0.704
Northwest Africa 4624,44986,1,103,1,2006.0,,,,0.175
Northwest Africa 4777,45702,1,175,1,2003.0,,,,1.3965999999999998
Northwest Africa 4636,44987,1,414,1,2005.0,,,,2.85
Northwest Africa 4642,45584,1,101,1,2007.0,,,,0.48319999999999996
Northwest Africa 4649,44988,1,378,1,2006.0,,,,3.2
Northwest Africa 4650,45591,1,97,1,2006.0,,,,0.339
Northwest Africa 4651,45592,1,356,1,2005.0,,,,1.052
Northwest Africa 4653,44989,1,327,1,2006.0,,,,0.843
Northwest Africa 4654,45594,1,68,1,2006.0,,,,0.049
Northwest Africa 4655,45595,1,103,1,2006.0,,,,0.037
Northwest Africa 4656,44990,1,175,1,2006.0,,,,5.0
Northwest Africa 4657,45596,1,34,1,2006.0,,,,0.417
Northwest Africa 4660,45599,1,363,1,2006.0,,,,0.226
Northwest Africa 4661,45600,1,30,1,2005.0,,,,0.042
Northwest Africa 4662,45601,1,5,1,2006.0,,,,0.06
Northwest Africa 4663,45602,1,392,1,2006.0,,,,0.564
Northwest Africa 4664,45603,1,71,1,2006.0,,,,20.0
Northwest Africa 467,17735,1,135,1,2000.0,,,,0.297
Northwest Africa 4673,45612,1,184,1,2003.0,,,,0.163
Northwest Africa 4674,45613,1,191,1,2003.0,,,,0.237
Northwest Africa 4675,45614,1,184,1,2007.0,,,,0.789
Northwest Africa 4677,44991,1,108,1,2006.0,,,,0.1564
Northwest Africa 4678,44992,1,68,1,2006.0,,,,0.0036
Northwest Africa 468,17736,1,214,1,2000.0,,,,6.1
Northwest Africa 4680,44993,1,322,1,2006.0,,,,3.83
Northwest Africa 4681,44994,1,327,1,2006.0,,,,3.994
Northwest Africa 4682,44995,1,327,1,2006.0,,,,2.92
Northwest Africa 4683,44996,1,175,1,2006.0,,,,1.552
Northwest Africa 4684,44997,1,184,1,2006.0,,,,3.65
Northwest Africa 4686,44998,1,175,1,2006.0,,,,0.851
Northwest Africa 4687,44999,1,191,1,2006.0,,,,0.703
Northwest Africa 4688,45000,1,184,1,2006.0,,,,2.184
Northwest Africa 469,17737,1,276,1,1999.0,,,,7.0
Northwest Africa 4693,45001,1,441,1,2006.0,,,,0.8662000000000001
Northwest Africa 4695,45002,1,191,1,2006.0,,,,0.0202
Northwest Africa 4715,45642,1,184,1,2005.0,,,,0.466
Northwest Africa 4716,45643,1,191,1,2006.0,,,,2.88
Northwest Africa 4717,45644,1,163,1,2006.0,,,,1.318
Northwest Africa 4718,45645,1,184,1,2005.0,,,,0.0088
Northwest Africa 4719,45646,1,333,1,2005.0,,,,0.812
Northwest Africa 4720,45647,1,276,1,2005.0,,,,0.1517
Northwest Africa 4721,45648,1,34,1,2005.0,,,,0.0073
Northwest Africa 4722,45649,1,345,1,2006.0,,,,0.294
Northwest Africa 4723,45650,1,276,1,2006.0,,,,2.2
Northwest Africa 4724,45651,1,30,1,2001.0,,,,0.035
Northwest Africa 4725,45652,1,122,1,2006.0,,,,0.019
Northwest Africa 4726,45653,1,131,1,2006.0,,,,0.488
Northwest Africa 4727,45003,1,333,1,2006.0,,,,0.605
Northwest Africa 4734,45660,1,394,1,2006.0,,,,1.372
Northwest Africa 4735,45661,1,1,1,2003.0,,,,0.064
Northwest Africa 4742,45668,1,464,1,2007.0,,,,0.376
Northwest Africa 4747,45004,1,414,1,2001.0,,,,1.2
Northwest Africa 4748,45673,1,109,1,2005.0,,,,0.08
Northwest Africa 4754,45679,1,327,1,2006.0,,,,0.263
Northwest Africa 4756,45681,1,378,1,2006.0,,,,2.0
Northwest Africa 4757,45682,1,44,1,2004.0,,,,0.005
Northwest Africa 4765,45690,1,42,1,2006.0,,,,0.019
Northwest Africa 4767,45692,1,64,1,2007.0,,,,0.10152
Northwest Africa 4768,45693,1,46,1,2007.0,,,,0.36912
Northwest Africa 4769,45694,1,345,1,2007.0,,,,0.332
Northwest Africa 4770,45695,1,34,1,2007.0,,,,0.08801
Northwest Africa 4771,45696,1,384,1,2007.0,,,,0.22462000000000001
Northwest Africa 4772,45697,1,327,1,2003.0,,,,0.009699999999999999
Northwest Africa 4773,45698,1,327,1,2003.0,,,,0.24980000000000002
Northwest Africa 4774,45699,1,378,1,2003.0,,,,0.0091
Northwest Africa 4775,45700,1,374,1,2003.0,,,,0.022699999999999998
Northwest Africa 4776,45701,1,378,1,2003.0,,,,0.0253
Northwest Africa 4779,45704,1,135,1,2006.0,,,,0.25
Northwest Africa 4780,45705,1,94,1,2006.0,,,,1.1
Northwest Africa 4781,45706,1,26,1,2006.0,,,,0.181
Northwest Africa 4782,45707,1,345,1,2006.0,,,,1.5
Northwest Africa 4796,45721,1,322,1,2006.0,,,,2.559
Northwest Africa 4797,45722,1,413,1,2001.0,,,,0.015
Northwest Africa 4798,45723,1,319,1,2007.0,,,,0.487
Northwest Africa 4799,45724,1,6,1,2007.0,,,,0.365
Northwest Africa 480,17748,1,413,1,2000.0,,,,0.028
Northwest Africa 4800,45725,1,34,1,2007.0,,,,0.152
Northwest Africa 4801,45407,1,5,1,2007.0,,,,0.252
Northwest Africa 4808,45732,1,68,1,2006.0,,,,0.069
Northwest Africa 4809,45733,1,369,1,2006.0,,,,1.78
Northwest Africa 481,17749,1,310,1,2000.0,,,,0.00827
Northwest Africa 4810,45734,1,34,1,2006.0,,,,0.031
Northwest Africa 4811,45735,1,37,1,2006.0,,,,0.079
Northwest Africa 4812,45736,1,29,1,2006.0,,,,0.068
Northwest Africa 4813,45737,1,37,1,2006.0,,,,0.255
Northwest Africa 4814,45738,1,452,1,2006.0,,,,1.12
Northwest Africa 4815,45739,1,369,1,2006.0,,,,0.059
Northwest Africa 4816,45740,1,0,1,2006.0,,,,0.063
Northwest Africa 4819,45743,1,394,1,2007.0,,,,0.234
Northwest Africa 482,17750,1,395,1,2000.0,,,,1.015
Northwest Africa 4820,45744,1,37,1,2006.0,,,,0.168
Northwest Africa 4821,45745,1,34,1,2006.0,,,,0.117
Northwest Africa 4824,45748,1,108,1,2007.0,,,,0.097
Northwest Africa 4825,45749,1,109,1,2006.0,,,,0.226
Northwest Africa 4826,45750,1,197,1,2006.0,,,,0.344
Northwest Africa 4827,45751,1,462,1,2007.0,,,,0.327
Northwest Africa 4828,45752,1,319,1,2007.0,,,,0.12
Northwest Africa 4829,45753,1,175,1,2007.0,,,,5.0
Northwest Africa 4830,45754,1,108,1,2006.0,,,,0.038
Northwest Africa 4831,45755,1,108,1,2006.0,,,,0.154
Northwest Africa 4832,45756,1,6,1,2006.0,,,,0.268
Northwest Africa 4833,45757,1,392,1,2007.0,,,,0.608
Northwest Africa 484,31276,1,184,1,2000.0,,,,0.098
Northwest Africa 4840,45764,1,333,1,2005.0,,,,3.45
Northwest Africa 4841,45765,1,374,1,2005.0,,,,1.0
Northwest Africa 4842,45766,1,345,1,2006.0,,,,2.7
Northwest Africa 4843,45767,1,363,1,2006.0,,,,0.12
Northwest Africa 4845,45769,1,378,1,2006.0,,,,0.366
